"icao","iata","name","city","subd","country","elevation","lat","lon","tz","lid"
"MMCT","CZA","Chichen Itza International Airport","","Yucatan","MX",102,20.6413,-88.4462,"America/Mexico_City",""
"MMCU","CUU","General Roberto Fierro Villalobos International Airport","Chihuahua","Chihuahua","MX",4462,28.7029,-105.965,"America/Mazatlan",""
"MMCV","CVM","General Pedro Jose Mendez International Airport","Ciudad Victoria","Tamaulipas","MX",761,23.7033,-98.9565,"America/Monterrey",""
"MMCY","CYW","Captain Rogelio Castillo National Airport","Celaya","Guanajuato","MX",5709,20.546,-100.887,"America/Mexico_City",""
"MMCZ","CZM","Cozumel International Airport","Cozumel","Quintana Roo","MX",15,20.5224,-86.9256,"America/Cancun",""
"MMDA","CUA","Ciudad Constitucion Airport","Ciudad Constitucion","Baja California Sur","MX",213,25.0538,-111.615,"America/Mazatlan",""
"MMDM","MMC","Ciudad Mante National Airport","Ciudad Mante","Tamaulipas","MX",341,22.74318,-99.01737,"America/Monterrey",""
"MMDO","DGO","General Guadalupe Victoria International Airport","Durango","Durango","MX",6104,24.1242,-104.528,"America/Monterrey",""
"MMEP","TPQ","Amado Nervo National Airport","Tepic","Nayarit","MX",3020,21.4195,-104.843,"America/Mazatlan",""
"MMES","ESE","Ensenada Airport","","Baja California","MX",66,31.7953,-116.603,"America/Tijuana",""
"MMGL","GDL","Don Miguel Hidalgo Y Costilla International Airport","Guadalajara","Jalisco","MX",5016,20.5218,-103.311,"America/Mexico_City",""
"MMGM","GYM","General Jose Maria Yanez International Airport","Guaymas","Sonora","MX",59,27.969,-110.925,"America/Hermosillo",""
"MMGR","GUB","Guerrero Negro Airport","Guerrero Negro","Baja California","MX",59,28.0261,-114.024,"America/Tijuana",""
"MMGT","","Guanajuato Airport","","Guanajuato","MX",6152,20.9172,-101.334,"America/Mexico_City",""
"MMHC","TCN","Tehuacan Airport","","Puebla","MX",5509,18.4972,-97.4199,"America/Mexico_City",""
"MMHO","HMO","General Ignacio P. Garcia International Airport","Hermosillo","Sonora","MX",627,29.0959,-111.048,"America/Hermosillo",""
"MMIA","CLQ","Lic. Miguel de la Madrid Airport","Colima","Colima","MX",2467,19.277,-103.577,"America/Mexico_City",""
"MMIM","ISJ","Isla Mujeres Airport","","Quintana Roo","MX",7,21.245,-86.74,"America/Cancun",""
"MMIO","SLW","Plan De Guadalupe International Airport","Saltillo","Coahuila","MX",4778,25.5495,-100.929,"America/Monterrey",""
"MMIT","IZT","Ixtepec Airport","","Oaxaca","MX",164,16.4493,-95.0937,"America/Mexico_City",""
"MMJA","JAL","El Lencero Airport","Xalapa","Veracruz","MX",3127,19.4751,-96.7975,"America/Mexico_City",""
"MMJC","AZP","Atizapan De Zaragoza Airport","","Mexico","MX",8120,19.5748,-99.2888,"America/Mexico_City",""
"MMLC","LZC","Lazaro Cardenas Airport","Lazaro Cardenas","Michoacan","MX",39,18.0017,-102.221,"America/Mexico_City",""
"MMLM","LMM","Valle del Fuerte International Airport","Los Mochis","Sinaloa","MX",16,25.6852,-109.081,"America/Mazatlan",""
"MMLO","BJX","Del Bajio International Airport","Silao","Guanajuato","MX",5956,20.9935,-101.481,"America/Mexico_City",""
"MMLP","LAP","Manuel Marquez de Leon International Airport","La Paz","Baja California Sur","MX",69,24.0727,-110.362,"America/Mazatlan",""
"MMLT","LTO","Loreto International Airport","Loreto","Baja California Sur","MX",34,25.9892,-111.348,"America/Mazatlan",""
"MMMA","MAM","General Servando Canales International Airport","Matamoros","Tamaulipas","MX",25,25.7699,-97.5253,"America/Mexico_City",""
"MMMD","MID","Licenciado Manuel Crescencio Rejon Int Airport","Merida","Yucatan","MX",38,20.937,-89.6577,"America/Merida",""
"MMMG","MUG","Mulege Airport","Mulege","Baja California Sur","MX",140,26.89731,-111.95755,"America/Mazatlan",""
"MMML","MXL","General Rodolfo Sanchez Taboada International Airport","Mexicali","Baja California","MX",74,32.6306,-115.242,"America/Tijuana",""
"MMMM","MLM","General Francisco J. Mujica International Airport","Morelia","Michoacan","MX",6033,19.8499,-101.025,"America/Mexico_City",""
"MMMT","MTT","Minatitlan/Coatzacoalcos National Airport","Minatitlan","Veracruz","MX",36,18.1034,-94.5807,"America/Mexico_City",""
"MMMV","LOV","Monclova International Airport","","Coahuila","MX",1864,26.9557,-101.47,"America/Monterrey",""
"MMMX","MEX","Licenciado Benito Juarez International Airport","Mexico City","Mexico City","MX",7316,19.4363,-99.0721,"America/Mexico_City",""
"MMMY","MTY","General Mariano Escobedo International Airport","Monterrey","Nuevo Leon","MX",1278,25.7785,-100.107,"America/Mexico_City",""
"MMMZ","MZT","General Rafael Buelna International Airport","Mazatlan","Sinaloa","MX",38,23.1614,-106.266,"America/Mazatlan",""
"MMNG","NOG","Nogales International Airport","","Sonora","MX",3990,31.2261,-110.976,"America/Hermosillo",""
"MMNL","NLD","Quetzalcoatl International Airport","Nuevo Laredo","Tamaulipas","MX",484,27.4439,-99.5705,"America/Mexico_City",""
"MMOX","OAX","Xoxocotlan International Airport","Oaxaca","Oaxaca","MX",4989,16.9999,-96.7266,"America/Mexico_City",""
"MMPA","PAZ","El Tajin National Airport","Poza Rica","Veracruz","MX",497,20.6027,-97.4608,"America/Mexico_City",""
"MMPB","PBC","Hermanos Serdan International Airport","Puebla","Puebla","MX",7361,19.1581,-98.3714,"America/Mexico_City",""
"MMPC","","Ingeniero Juan Guillermo Villasana Airport","","Hidalgo","MX",7600,20.0774,-98.7825,"America/Mexico_City",""
"MMPE","PPE","Puerto Penasco International Airport","Puerto Penasco","Sonora","MX",30,31.3562,-113.52568,"America/Hermosillo",""
"MMPG","PDS","Piedras Negras International Airport","","Coahuila","MX",901,28.6274,-100.535,"America/Mexico_City",""
"MMPL","PCO","Punta Colorada Airport","La Ribera","Baja California Sur","MX",55,23.57501,-109.53583,"America/Mazatlan",""
"MMPN","UPN","Licenciado y General Ignacio Lopez Rayon Airport","","Michoacan","MX",5258,19.3967,-102.039,"America/Mexico_City",""
"MMPP","","Punta Pescadero Airport","","Baja California Sur","MX",33,23.8034,-109.707,"America/Mazatlan",""
"MMPQ","PQM","Palenque International Airport","","Chiapas","MX",200,17.5334,-91.9845,"America/Mexico_City",""
"MMPR","PVR","Licenciado Gustavo Diaz Ordaz International Airport","Puerto Vallarta","Jalisco","MX",23,20.6801,-105.254,"America/Mexico_City",""
"MMPS","PXM","Puerto Escondido International Airport","Puerto Escondido","Oaxaca","MX",294,15.8769,-97.0891,"America/Mexico_City",""
"MMQT","QRO","Queretaro Intercontinental Airport","Queretaro","Queretaro","MX",6296,20.6173,-100.186,"America/Mexico_City",""
"MMRX","REX","General Lucio Blanco International Airport","Reynosa","Tamaulipas","MX",139,26.0089,-98.2285,"America/Mexico_City",""
"MMSC","SZT","San Cristobal De Las Casas Airport","","Chiapas","MX",7707,16.6903,-92.5301,"America/Mexico_City",""
"MMSD","SJD","Los Cabos International Airport","San Jose del Cabo","Baja California Sur","MX",374,23.1518,-109.721,"America/Mazatlan",""
"MMSF","SFH","San Felipe International Airport","","Baja California","MX",148,30.9302,-114.809,"America/Tijuana",""
"MMSL","CSW","Cabo San Lucas International Airport","Cabo San Lucas","Baja California Sur","MX",459,22.9477,-109.937,"America/Mazatlan",""
"MMSM","NLU","Santa Lucia Air Force Base","Reyes Acozac","Mexico","MX",0,19.7553,-99.0164,"America/Mexico_City",""
"MMSP","SLP","Ponciano Arriaga International Airport","San Luis Potosi","San Luis Potosi","MX",6035,22.2543,-100.931,"America/Mexico_City",""
"MMTA","","Tlaxcala Airport","","Tlaxcala","MX",8229,19.538,-98.1735,"America/Mexico_City",""
"MMTB","","Teran Air Base","Tuxtla Gutierrez","Chiapas","MX",1909,16.7399,-93.1733,"America/Mexico_City",""
"MMTC","TRC","Francisco Sarabia International Airport","Torreon","Coahuila","MX",3688,25.5683,-103.411,"America/Mexico_City",""
"MMTG","TGZ","Angel Albino Corzo International Airport","Tuxtla Gutierrez","Chiapas","MX",1499,16.5636,-93.0225,"America/Mexico_City",""
"MMTJ","TIJ","General Abelardo L. Rodriguez International Airport","Tijuana","Baja California Sur","MX",489,32.5411,-116.97,"America/Tijuana",""
"MMTL","TQO","Felipe Carrillo Puerto International Airport","Tulum","Quintana-Roo","MX",66,20.166667,-87.666667,"America/Cancun",""
"MMTM","TAM","General Francisco Javier Mina International Airport","Tampico","Tamaulipas","MX",80,22.2964,-97.8659,"America/Mexico_City",""
"MMTN","TSL","Tamuin Airport","","San Luis Potosi","MX",164,22.0383,-98.8065,"America/Mexico_City",""
"MMTO","TLC","Licenciado Adolfo Lopez Mateos International Airport","Toluca","Mexico","MX",8466,19.3371,-99.566,"America/Mexico_City",""
"MMTP","TAP","Tapachula International Airport","Tapachula","Chiapas","MX",97,14.7943,-92.37,"America/Mexico_City",""
"MMTX","WIX","Tuxpan Airport","","Jalisco","MX",4019,19.5839,-103.384,"America/Mexico_City",""
"MMUN","CUN","Cancun International Airport","Cancun","Quintana Roo","MX",22,21.0365,-86.8771,"America/Cancun",""
"MMVA","VSA","Carlos Rovirosa Perez International Airport","Villahermosa","Tabasco","MX",46,17.997,-92.8174,"America/Mexico_City",""
"MMVR","VER","General Heriberto Jara International Airport","Veracruz","Veracruz","MX",90,19.1459,-96.1873,"America/Mexico_City",""
"MMZC","ZCL","General Leobardo C. Ruiz International Airport","Zacatecas","Zacatecas","MX",7141,22.8971,-102.687,"America/Mexico_City",""
"MMZH","ZIH","Ixtapa Zihuatanejo International Airport","Ixtapa","Guerrero","MX",26,17.6016,-101.461,"America/Mexico_City",""
"MMZM","ZMM","Zamora Airport","","Michoacan","MX",5141,20.045,-102.276,"America/Mexico_City",""
"MMZO","ZLO","Playa De Oro International Airport","Manzanillo","Colima","MX",30,19.1448,-104.559,"America/Mexico_City",""
"MMZP","","Zapopan Airport","","Jalisco","MX",5333,20.7558,-103.465,"America/Mexico_City",""
"MN00","","Webb Lake Airport","Hackensack","Minnesota","US",1359,46.9605,-94.425,"America/Chicago","MN00"
"MN01","","Hammars Farm Airport","Ada","Minnesota","US",886,47.283301,-96.617017,"America/Chicago","MN01"
"MN06","","Pulkrabek Landing Field","Angus","Minnesota","US",850,48.049975,-96.783677,"America/Chicago","MN06"
"MN08","","Eagles Nest Aerodrome","Eagle Lake","Minnesota","US",1000,44.126494,-93.871758,"America/Chicago","MN08"
"MN11","","Lorenz Airport","Benson","Minnesota","US",1050,45.29996,-95.545032,"America/Chicago","MN11"
"MN12","","Robco Airport","Laporte","Minnesota","US",1380,47.198889,-94.752222,"America/Chicago","MN12"
"MN13","","Moberg Air Base Airport","Bemidji","Minnesota","US",1373,47.496063,-94.952781,"America/Chicago","MN13"
"MN15","","Smith Field","Elko","Minnesota","US",958,44.623339,-93.402053,"America/Chicago","MN15"
"MN17","","Jackson Field","Brainerd","Minnesota","US",1225,46.272189,-94.239442,"America/Chicago","MN17"
"MN18","","Barrett Airport","Brainerd","Minnesota","US",1275,46.178159,-94.088602,"America/Chicago","MN18"
"MN19","","Brandt Airport","Delano","Minnesota","US",930,45.047322,-93.836356,"America/Chicago","MN19"
"MN21","","Pietenpol Field","Cherry Grove","Minnesota","US",1361,43.58225,-92.301689,"America/Chicago","MN21"
"MN23","","West Wind Airport","Littlefork","Minnesota","US",1100,48.453611,-93.601111,"America/Chicago","MN23"
"MN24","","Surfside Airport","Lino Lakes","Minnesota","US",890,45.161717,-93.120833,"America/Chicago","MN24"
"MN26","","North Lake Landing Airport","Lindstrom","Minnesota","US",935,45.401375,-92.85724,"America/Chicago","MN26"
"MN28","","Lux Strip","Cosmos","Minnesota","US",1120,44.983018,-94.748052,"America/Chicago","MN28"
"MN31","","L & M Aerodrome","Litchfield","Minnesota","US",1205,45.062184,-94.579159,"America/Chicago","MN31"
"MN32","","Nietz Airstrip","Oronoco","Minnesota","US",1130,44.191355,-92.452681,"America/Chicago","MN32"
"MN40","","Meadowvale Airport","Elk River","Minnesota","US",950,45.362465,-93.588572,"America/Chicago","MN40"
"MN41","","Timmers Landing Field","Silver Lake","Minnesota","US",1070,44.973428,-94.214186,"America/Chicago","MN41"
"MN42","","Oak Lake Air Strip","Erskine","Minnesota","US",1204,47.658572,-95.946145,"America/Chicago","MN42"
"MN44","","Angen Field","Garfield","Minnesota","US",1450,45.936131,-95.525518,"America/Chicago","MN44"
"MN45","","Jennrich Field","Farmington","Minnesota","US",951,44.570278,-93.13216,"America/Chicago","MN45"
"MN46","","Michels Farms Airport","North Mankato","Minnesota","US",1000,44.218583,-94.137153,"America/Chicago","MN46"
"MN47","","Cameron's Airport","Princeton","Minnesota","US",930,45.549686,-93.469756,"America/Chicago","MN47"
"MN49","","Tuma Airport","Montgomery","Minnesota","US",1100,44.423852,-93.484393,"America/Chicago","MN49"
"MN50","","Arthur Field","Gatzke","Minnesota","US",1150,48.370245,-95.806949,"America/Chicago","MN50"
"MN52","","Gospel Ranch Airport","Hibbing","Minnesota","US",1360,47.2285,-93.091111,"America/Chicago","MN52"
"MN57","","Bush Field","Hinckley","Minnesota","US",1050,46.036072,-92.988253,"America/Chicago","MN57"
"MN58","","Sky Meadow Airport","Hastings","Minnesota","US",820,44.697745,-92.864094,"America/Chicago","MN58"
"MN62","","Quast Airport","Hutchinson","Minnesota","US",1050,44.849962,-94.35026,"America/Chicago","MN62"
"MN63","","Stocker Airport","Jordan","Minnesota","US",855,44.683296,-93.636902,"America/Chicago","MN63"
"MN66","","Ingleside Airport","Loretto","Minnesota","US",1021,45.063139,-93.652333,"America/Chicago","MN66"
"MN67","","Sky Park Airport","Lydia","Minnesota","US",940,44.659685,-93.518286,"America/Chicago","MN67"
"MN68","","Pfau Airstrip","Princeton","Minnesota","US",997,45.656818,-93.482312,"America/Chicago","MN68"
"MN69","","Maple Airport","Maple Plain","Minnesota","US",1026,45.002741,-93.671906,"America/Chicago","MN69"
"MN71","","Bakko Aviation Airport","Glenwood","Minnesota","US",1324.7,45.479891,-95.337705,"America/Chicago","MN71"
"MN74","","B & D Flyers International Airport","Minnesota Lake","Minnesota","US",1055,43.830514,-93.840506,"America/Chicago","MN74"
"MN77","","Jerger's Field","Moorhead","Minnesota","US",900,46.923574,-96.715634,"America/Chicago","MN77"
"MN81","","J J And T Airport","East Grand Forks","Minnesota","US",828,47.988869,-97.031186,"America/Chicago","MN81"
"MN86","","Sky Manor Aero Estates Airport","Park Rapids","Minnesota","US",1492,47.045792,-95.122521,"America/Chicago","MN86"
"MN87","","Cooks Landing Airport","Ham Lake","Minnesota","US",905,45.243611,-93.221667,"America/Chicago","MN87"
"MN88","","Landeplatz Airport","Searles","Minnesota","US",995,44.228889,-94.415278,"America/Chicago","MN88"
"MN89","","Aerovilla Airport","Perham","Minnesota","US",1374,46.616626,-95.650321,"America/Chicago","MN89"
"MN91","","Reynolds Field","Princeton","Minnesota","US",985,45.537464,-93.514124,"America/Chicago","MN91"
"MN92","","Lennartson Airport","Proctor","Minnesota","US",1250,46.749942,-92.300191,"America/Chicago","MN92"
"MN98","","Donner Airport","Belview","Minnesota","US",1050,44.647312,-95.304917,"America/Chicago","MN98"
"MNAL","","Alamicamba Airport","Alamicamba","Atlantico-Norte-(RAAN)","NI",65,13.5123,-84.2471,"America/Managua",""
"MNAM","","Altamira Airport","Altamira","Boaco","NI",121,12.1106,-85.7605,"America/Managua",""
"MNBC","","Boaco Airport","Boaco","Boaco","NI",1184,12.4691,-85.6626,"America/Managua",""
"MNBL","BEF","Bluefields Airport","Bluefileds","Atlantico-Sur","NI",20,11.991,-83.7741,"America/Managua",""
"MNBR","","Los Brasiles Airport","Los Brasiles","Managua","NI",262,12.19,-86.3539,"America/Managua",""
"MNBZ","BZA","San Pedro Airport","Bonanza","","NI",600,13.95,-84.6,"America/Managua",""
"MNCH","","Chinandega","Chinandega","Chinandega","NI",174,12.64,-87.1374,"America/Managua",""
"MNCI","RNI","Corn Island","Corn Island","","NI",1,12.1629,-83.0638,"America/Managua",""
"MNCT","","Corinto Airport","Chinandega","Chinandega","NI",1,12.4789,-87.1772,"America/Managua",""
"MNDM","","Dos Montes Airport","Dos Montes","Matagalpa","NI",1469,12.8005,-86.1483,"America/Managua",""
"MNEP","","La Esperanza Airport","La Esperanza","Atlantico-Sur","NI",88,12.2,-84.28333,"America/Managua",""
"MNES","","Esteli Airport","Esteli","Esteli","NI",2811,13.1117,-86.3633,"America/Managua",""
"MNFC","","Punta Huete (Panchito) Airport","Punta Huete","Managua","NI",217,12.3534,-86.1829,"America/Managua",""
"MNFF","","El Bluff Airport","El Bluff","Atlantico-Sur","NI",1,11.9943,-83.6879,"America/Managua",""
"MNHG","","Hato Grande Airport","Hato Grande","Chontales","NI",177,11.9814,-85.4327,"America/Managua",""
"MNJG","","Jinotega","Jinotega","Jinotega","NI",3232,13.0857,-85.9877,"America/Managua",""
"MNJU","","Juigalpa","Juigalpa","Chontales","NI",295,12.1,-85.36667,"America/Managua",""
"MNKW","","Karawala Airport","Karawala","Atlantico-Sur","NI",3,12.8921,-83.5829,"America/Managua",""
"MNLN","","Leon (Fanor Urroz) Airport","Leon","Leon","NI",328,12.4292,-86.9028,"America/Managua",""
"MNMA","","Macantaca Airport","Macantaca","Atlantico-Norte-(RAAN)","NI",55,13.2451,-84.0839,"America/Managua",""
"MNMG","MGA","Augusto C. Sandino (Managua) International Airport","Managua","Managua","NI",194,12.1415,-86.1682,"America/Managua",""
"MNMR","","Montelimar Airport","Montelimar","Managua","NI",94,11.8052,-86.5113,"America/Managua",""
"MNNG","NVG","Nueva Guinea Airport","Nueva Guinea","","NI",606,11.66667,-84.45,"America/Managua",""
"MNPC","PUZ","Puerto Cabezas Airport","Puerto Cabezas","Atlantico-Norte-(RAAN)","NI",52,14.0472,-83.3867,"America/Managua",""
"MNPP","","El Papalonal Airport","El Papalonal","Leon","NI",141,12.4657,-86.4679,"America/Managua",""
"MNRS","","Rivas","Rivas","Rivas","NI",174,11.4277,-85.8385,"America/Managua",""
"MNRT","RFS","Rosita Airport","La Rosita","Atlantico-Norte-(RAAN)","NI",193,13.8897,-84.4089,"America/Managua",""
"MNSC","NCR","San Carlos","San Carlos","Granada","NI",91,11.1334,-84.77,"America/Managua",""
"MNSI","SIU","Siuna","Siuna","","NI",606,13.72722,-84.77778,"America/Managua",""
"MNWP","WSP","Waspam Airport","Waspam","","NI",98,14.7392,-83.9694,"America/Managua",""
"MO00","","Turkey Mountain Airport","Shell Knob","Missouri","US",1070,36.592218,-93.663815,"America/Chicago","MO00"
"MO01","","Cuinche Airport","Strafford","Missouri","US",1481,37.250765,-93.106906,"America/Chicago","MO01"
"MO04","","Bel-Voir Acres Airport","Golden","Missouri","US",1120,36.561814,-93.639264,"America/Chicago","MO04"
"MO06","","Discovery Bay At Norwalk Landing Airport","Shell Knob","Missouri","US",1054,36.622378,-93.539942,"America/Chicago","MO06"
"MO07","","Adventures Aloft Airport","Jonesburg","Missouri","US",871,38.872544,-91.300156,"America/Chicago","MO07"
"MO08","","Homan Field","Sedalia","Missouri","US",885,38.662794,-93.332708,"America/Chicago","MO08"
"MO09","","Sharpe Farms Airport","Lewistown","Missouri","US",702,40.023653,-91.87378,"America/Chicago","MO09"
"MO11","","Barron Aviation Airport","Perry","Missouri","US",745,39.400444,-91.582892,"America/Chicago","MO11"
"MO13","","B And S Farms Airfield","Anderson","Missouri","US",1143,36.640433,-94.489347,"America/Chicago","MO13"
"MO14","","Marshall Field","Fair Grove","Missouri","US",1166,37.422778,-93.208611,"America/Chicago","MO14"
"MO15","","C2K Airport","Fair Grove","Missouri","US",1289,37.37105,-93.143006,"America/Chicago","MO15"
"MO17","","Garst Airport","Watson","Missouri","US",907,40.480457,-95.648562,"America/Chicago","MO17"
"MO18","","Bill Lee Memorial Airport","Rogersville","Missouri","US",1457,37.122754,-93.092132,"America/Chicago","MO18"
"MO22","","Jta Asbell Field","Carl Junction","Missouri","US",940,37.192731,-94.550313,"America/Chicago","MO22"
"MO23","","Phillips Field","California","Missouri","US",805,38.640929,-92.5291,"America/Chicago","MO23"
"MO24","","Lonesome Sky Airport","Craig","Missouri","US",868,40.142775,-95.388311,"America/Chicago","MO24"
"MO26","","Peterson Farm Airport","Kearney","Missouri","US",860,39.393891,-94.353003,"America/Chicago","MO26"
"MO27","","Ccc Airport","Cameron","Missouri","US",984,39.735281,-94.192722,"America/Chicago","MO27"
"MO29","","Inter-State Airport","Pleasant Hill","Missouri","US",965,38.771856,-94.3337,"America/Chicago","MO29"
"MO30","","Harbour Airport","Gravois Mills","Missouri","US",832,38.269954,-92.811747,"America/Chicago","MO30"
"MO31","","Robert Jones Airport","Rogersville","Missouri","US",1353,37.050006,-93.072856,"America/Chicago","MO31"
"MO32","","Table Rock Airport","Golden","Missouri","US",1053,36.529411,-93.676969,"America/Chicago","MO32"
"MO33","","Barlet's Base Airport","Carthage","Missouri","US",1077,37.129725,-94.253219,"America/Chicago","MO33"
"MO37","","Ridgeview Ranch Airport","Harrisonville","Missouri","US",985,38.723067,-94.381894,"America/Chicago","MO37"
"MO39","","Baldwin Airport","Silex","Missouri","US",511,39.111586,-91.041506,"America/Chicago","MO39"
"MO43","","Wilkins Airport","Montgomery City","Missouri","US",843,38.968701,-91.443306,"America/Chicago","MO43"
"MO45","","Sky-Vu Airport","Montgomery City","Missouri","US",800,38.892222,-91.565997,"America/Chicago","MO45"
"MO48","","Red Oak Airport","Owensville","Missouri","US",745,38.337308,-91.421386,"America/Chicago","MO48"
"MO49","","Five Mile Airport","Joplin","Missouri","US",1109,36.969314,-94.577243,"America/Chicago","MO49"
"MO51","","Schaback Strip","Weston","Missouri","US",992,39.423988,-94.847628,"America/Chicago","MO51"
"MO56","","Lost Mine Airport","Theodosia","Missouri","US",820,36.514231,-92.640166,"America/Chicago","MO56"
"MO58","","Waldemer Flying W Ranch Airport","Fairdealing","Missouri","US",460,36.65839,-90.640395,"America/Chicago","MO58"
"MO64","","Kimberling Airport","Kimberling City","Missouri","US",1050,36.609786,-93.444631,"America/Chicago","MO64"
"MO65","","Misty Meadows Airport","Kirbyville","Missouri","US",940,36.583397,-93.102956,"America/Chicago","MO65"
"MO66","","Linden Air Airport","Ozark","Missouri","US",1300,37.058989,-93.145297,"America/Chicago","MO66"
"MO67","","Hayes Field","Poplar Bluff","Missouri","US",323,36.711167,-90.313995,"America/Chicago","MO67"
"MO68","","Eads Ridge Airport","Fair Grove","Missouri","US",1310,37.405322,-93.099628,"America/Chicago","MO68"
"MO71","","Block Air Village Airport","Holt","Missouri","US",1032,39.463342,-94.416351,"America/Chicago","MO71"
"MO72","","Flying 'J' Ranch Airport","Van Buren","Missouri","US",690,37.038975,-90.858567,"America/Chicago","MO72"
"MO73","","Rolling Shoals Farm Airport","Williamsville","Missouri","US",450,36.987552,-90.558449,"America/Chicago","MO73"
"MO74","","Cedar Creek Airport","Columbia","Missouri","US",823,38.919133,-92.163428,"America/Chicago","MO74"
"MO75","","Brownsberger Airport","Montrose","Missouri","US",794,38.305022,-94.053276,"America/Chicago","MO75"
"MO77","","Arnika Ranch Airport","Ava","Missouri","US",1320,36.975054,-92.542666,"America/Chicago","MO77"
"MO78","","Stickle Cattle Farms Airport","Belle","Missouri","US",700,38.316711,-91.7835,"America/Chicago","MO78"
"MO80","","Oak Ridge Airpark","Mountain Grove","Missouri","US",1482,37.160607,-92.323496,"America/Chicago","MO80"
"MO81","","Dove Airstrip","Bismarck","Missouri","US",1080,37.670883,-90.614846,"America/Chicago","MO81"
"MO82","","Howard Airport","Gorin","Missouri","US",740,40.408925,-92.056844,"America/Chicago","MO82"
"MO84","","Viburnum Airport","Viburnum","Missouri","US",1272,37.716713,-91.133467,"America/Chicago","MO84"
"MO85","","Wells Airport","Marshfield","Missouri","US",1530,37.265758,-92.837193,"America/Chicago","MO85"
"MO86","","Sanctuary Airport","Bellflower","Missouri","US",750,38.959722,-91.303889,"America/Chicago","MO86"
"MO87","","Powis Airport","Oak Grove","Missouri","US",879,38.945841,-94.161891,"America/Chicago","MO87"
"MO89","","Christian Outreach Airfield","Hillsboro","Missouri","US",596,38.304219,-90.527154,"America/Chicago","MO89"
"MO93","","Keeven Air Ranch Airport","Hawk Point","Missouri","US",700,39.044819,-91.148094,"America/Chicago","MO93"
"MO94","","Starr Airport","Trimble","Missouri","US",1000,39.499998,-94.580232,"America/Chicago","MO94"
"MO95","","Coose Field","Lockwood","Missouri","US",1082,37.393949,-93.959968,"America/Chicago","MO95"
"MO98","","Williams Airport","Cleveland","Missouri","US",985,38.713065,-94.584954,"America/Chicago","MO98"
"MO99","","Miller Airport","Climax Springs","Missouri","US",1000,38.116419,-93.077139,"America/Chicago","MO99"
"MP00","","Cap Justiniano Montenegro Airport","Pedasi","Los-Santos","PA",16,7.55688,-80.0233,"America/Panama",""
"MP01","","Finca Ceiba Airport","Finca Jagua","Chiriqui","PA",52,8.355,-82.8364,"America/Panama",""
"MP02","","Finca 45 Airport","Dos Canos","Bocas-del-Toro","PA",56,9.54333,-82.7338,"America/Panama",""
"MP03","","La Cabezona Airport","Guarumal","Chiriqui","PA",31,8.33839,-82.5035,"America/Panama",""
"MP17","","Finca 67 Airport","Changuinola","Bocas-del-Toro","PA",30,9.43441,-82.4991,"America/Panama",""
"MP18","","Penonome Airport","Penonome","Cocle","PA",282,8.50383,-80.3603,"America/Panama",""
"MP21","","Alvaro Berroa Airport","Nueva California","Chiriqui","PA",5000,8.77039,-82.6644,"America/Panama",""
"MP22","","Ingenio Santa Rosa Airport","Ingenio Santa Rosa","Cocle","PA",109,8.19522,-80.6587,"America/Panama",""
"MP23","","Calzada Larga Airport","Calzada Larga","Panama","PA",394,9.16628,-79.5451,"America/Panama",""
"MP24","","Chame Airport","La Paz","Panama-Oeste","PA",141,8.58846,-79.8897,"America/Panama",""
"MP26","","Punta Cocos Airport","Punta Cocos","Panama","PA",66,8.22485,-78.9044,"America/Panama",""
"MP27","","Deborah Airport","Guabito","Bocas-del-Toro","PA",20,9.51614,-82.5955,"America/Panama",""
"MPBO","BOC","Bocas Del Toro International Airport","Isla Colon","Bocas-del-Toro","PA",10,9.34085,-82.2508,"America/Panama",""
"MPCE","CTD","Alonso Valderrama Airport","Chitre","Herrera","PA",33,7.98784,-80.4097,"America/Panama",""
"MPCH","CHX","Cap Manuel Nino International Airport","Changuinola","Bocas-del-Toro","PA",19,9.45864,-82.5168,"America/Panama",""
"MPDA","DAV","Enrique Malek International Airport","David","Chiriqui","PA",89,8.391,-82.435,"America/Panama",""
"MPEJ","ONX","Enrique Adolfo Jimenez Airport","Colon","Colon","PA",25,9.35664,-79.8674,"America/Panama",""
"MPFS","","Fort Sherman Airport","Fort Sherman","Colon","PA",10,9.36509,-79.9498,"America/Panama",""
"MPJE","JQE","Jaque Airport","Jaque","Darien","PA",29,7.51778,-78.1572,"America/Panama",""
"MPLP","","Captain Ramon Xatruch Airport","La Palma","Darien","PA",30,8.40667,-78.1417,"America/Panama",""
"MPMG","PAC","Marcos A. Gelabert International Airport","Albrook","Panama","PA",31,8.97334,-79.5556,"America/Panama",""
"MPNU","","Augusto Vergara Airport","Los Santos","Los-Santos","PA",69,7.85738,-80.2761,"America/Panama",""
"MPOA","PUE","Puerto Obaldia Airport","Puerto Obaldia","Guna-Yala","PA",223,8.68626,-77.5244,"America/Panama",""
"MPPA","BLB","Howard/Panama Pacifico International Airport","Panama City","Panama","PA",52,8.91479,-79.5996,"America/Panama",""
"MPRH","","Río Hato Airport","Río Hato","Coclé","PA",102,8.37333,-80.12833,"America/Panama",""
"MPSA","SYP","Ruben Cantu Airport","Santiago","Veraguas","PA",272,8.0856,-80.9453,"America/Panama",""
"MPSM","RIH","Cap Scarlet R. Martínez L. Airport","Río Hato","Coclé","PA",105,8.38,-80.12967,"America/Panama",""
